book_id,title,author,additional_authors,isbn,isbn13,my_rating,average_rating,publisher,format,number_of_pages,original_publication_year,date_started,date_read,date_added,bookshelves,exclusive_shelf,read_count,type
16087701,The Empress Has No Clothes: Conquering Self-Doubt to Embrace Success,Joyce M. RochÃ©,"Alexander Kopelman, Edward E. Whitacre",1609946367,9780000000000,0,3.76,Berrett-Koehler Publishers,Paperback,240,2013,NA,NA,2022-04-27,to-read,to-read,0,JMH
60381940,South to America: A Journey Below the Mason Dixon to Understand the Soul of a Nation,Imani Perry,NA,NA,NA,0,3.96,HarperAudio,Audiobook,17,2022,NA,NA,2022-04-20,currently-reading,currently-reading,1,JMH
59628021,"Amongst Our Weapons (Rivers of London, #9)",Ben Aaronovitch,NA,756414830,9780000000000,0,4.48,Daw Books,Hardcover,304,2022,NA,NA,2022-04-06,to-read,to-read,0,JMH
57185348,Matrix,Lauren Groff,NA,1594634491,9780000000000,0,3.76,Riverhead Books,Hardcover,260,2021,NA,NA,2022-04-06,to-read,to-read,0,JMH
83083,"Birds of a Feather (Maisie Dobbs, #2)",Jacqueline Winspear,NA,143035304,9780000000000,0,3.98,Penguin,Paperback,311,2004,NA,NA,2021-03-16,"to-read, dg-book-club",to-read,0,JMH
25074849,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet Collected Editions, #1)",Kelly Sue DeConnick,"Taki Soma, Valentine De Landro, Robert Wilson IV, Cris Peter, Clayton Cowles, Lauren Sankovitch",1632153661,9780000000000,3,4.03,Image Comics,Paperback,156,2015,2022-04-03,2022-04-06,2022-04-03,NA,read,1,JMH
51079282,Cinderella Is Dead,Kalynn  Bayron,NA,1547603879,9780000000000,4,3.73,Bloomsbury YA,Hardcover,389,2020,2022-03-15,2022-04-04,2020-07-14,2022-popsugar-challange,read,1,JMH
59894780,A Special Place for Women,Laura Hankin,NA,1984806270,9780000000000,0,3.52,Berkley Books,Paperback,384,2021,NA,NA,2022-03-29,to-read,to-read,0,JMH
58701063,Book Lovers,Emily Henry,NA,593334833,9780000000000,0,4.53,Berkley,Paperback,384,2022,NA,NA,2022-03-29,to-read,to-read,0,JMH
60149562,Rules of Engagement,Selena Montgomery,Stacey Abrams,593439392,9780000000000,0,3.7,Berkley Books,Hardcover,336,2001,NA,NA,2022-03-26,to-read,to-read,0,JMH
60454947,And We Rise,Erica     Martin,NA,NA,NA,3,4.34,NA,ebook,NA,2022,2022-03-14,2022-03-19,2022-03-19,NA,read,1,JMH
60630524,How to Bury a Boy at Sea,Phil Goldstein,NA,1945233141,9780000000000,0,5,Stillhouse Press,Paperback,90,NA,NA,NA,2022-03-17,to-read,to-read,0,JMH
50215350,We Ride Upon Sticks,Quan Barry,NA,1524748099,9780000000000,0,3.82,Pantheon Books,Hardcover,367,2020,NA,NA,2020-09-23,"currently-reading, 2022-popsugar-challange, dg-book-club",currently-reading,1,JMH
57552467,Cameron Battle and the Hidden Kingdoms,Jamar J. Perry,NA,1547606940,9780000000000,4,3.91,Bloomsbury Children's Books,Hardcover,320,2022,2022-03-05,2022-03-13,2022-03-05,NA,read,1,JMH
57762973,The Secret Life of Church Ladies,Deesha Philyaw,NA,NA,NA,0,4.25,NA,NA,NA,2020,NA,NA,2022-03-09,to-read,to-read,0,JMH
43587154,"Jade City (The Green Bone Saga, #1)",Fonda Lee,NA,316440884,9780000000000,0,4.12,Orbit,Paperback,560,2017,NA,NA,2022-03-09,to-read,to-read,0,JMH
45186695,"Sorted: Growing Up, Coming Out, and Finding My Place (A Transgender Memoir)",Jackson Bird,NA,198213075X,9780000000000,5,4.4,S/Simon Element,Hardcover,320,2019,2022-02-26,2022-03-05,2022-02-23,2022-popsugar-challange,read,1,JMH
29737444,Rivers of London: Night Witch,Ben Aaronovitch,"Andrew Cartmel, Lee Sullivan",1785852930,9780000000000,3,3.82,Titan Comics,Paperback,122,2016,2022-01-29,2022-01-29,2022-01-29,NA,read,1,JMH
33216616,Rivers of London: Black Mould,Ben Aaronovitch,"Andrew Cartmel, Lee Sullivan",1785855107,9780000000000,3,3.93,Titan Comics,Paperback,128,2017,2022-01-29,2022-01-29,2022-01-29,NA,read,1,JMH
25893837,Rivers of London: Body Work,Ben Aaronovitch,"Andrew Cartmel, Lee Sullivan, Luis Guerrero",178276187X,9780000000000,3,3.87,Titan Comics,Paperback,128,2016,2022-01-29,2022-01-29,2022-01-29,2022-popsugar-challange,read,1,JMH
50892212,"These Violent Delights (These Violent Delights, #1)",Chloe Gong,NA,1534457690,9780000000000,4,4,Margaret K. McElderry Books,Hardcover,449,2020,2022-01-31,2022-02-26,2021-01-31,"botm, 2022-popsugar-challange",read,1,JMH
15797394,"Between Two Thorns (The Split Worlds, #1)",Emma Newman,NA,857663208,9780000000000,0,3.7,Angry Robot,Paperback,384,2013,NA,NA,2022-02-23,to-read,to-read,0,JMH
38140077,Washington Black,Esi Edugyan,NA,525521429,9780000000000,0,3.96,Knopf Publishing Group,Hardcover,334,2018,NA,NA,2022-02-23,to-read,to-read,0,JMH
44286509,"Queen of the Conquered (Islands of Blood and Storm, #1)",Kacen Callender,NA,316454931,9780000000000,0,3.51,Orbit,Paperback,400,2019,NA,NA,2022-02-23,to-read,to-read,0,JMH
58082714,The Nineties,Chuck Klosterman,NA,735217955,9780000000000,0,3.97,Penguin Press,Hardcover,370,2022,NA,NA,2022-02-23,to-read,to-read,0,JMH
57132832,The Lyrics: 1956 to the Present,Paul McCartney,Paul Muldoon,163149256X,9780000000000,0,4.59,Liveright,Hardcover,960,2021,NA,NA,2022-02-23,currently-reading,currently-reading,1,JMH
51120251,Hood Feminism: Notes from the Women That a Movement Forgot,Mikki Kendall,NA,NA,NA,4,4.41,Penguin Books,ebook,287,2020,2022-01-23,NA,2020-12-17,currently-reading,currently-reading,2,JMH
59602214,Will,Will Smith,NA,NA,9780000000000,4,4.37,Cornerstone Digital,Audiobook,NA,2021,2022-01-28,2022-02-09,2022-01-28,NA,read,1,JMH
11710373,"Written in My Own Heart's Blood (Outlander, #8)",Diana Gabaldon,NA,385344430,9780000000000,0,4.54,Delacorte Press,Hardcover,825,2014,NA,NA,2016-11-28,currently-reading,currently-reading,1,JMH
16429619,"The Kiss of Deception (The Remnant Chronicles, #1)",Mary E. Pearson,NA,NA,NA,0,3.96,Henry Holt,ebook,492,2014,NA,NA,2022-02-17,to-read,to-read,0,JMH
53913970,Life as a Unicorn: A Journey from Shame to Pride and Everything in Between,Amrou Al-Kadhi,NA,8306109,9780000000000,0,4.24,Fourth Estate,Paperback,304,2019,NA,NA,2022-02-17,to-read,to-read,0,JMH
40538718,One Giant Leap: The Impossible Mission That Flew Us to the Moon,Charles Fishman,NA,1501106295,9780000000000,0,4.17,Simon  Schuster,Hardcover,480,2019,NA,NA,2022-02-17,to-read,to-read,0,JMH
57007683,The Apollo Murders,Chris Hadfield,NA,316264539,9780000000000,0,4,Mulholland Books,Hardcover,480,2021,NA,NA,2022-02-17,to-read,to-read,0,JMH
44054568,"The Babysitters Coven (The Babysitters Coven, #1)",Kate    Williams,NA,NA,NA,3,3.46,Delacorte Press,ebook,368,2019,2022-01-31,2022-02-08,2021-12-21,kindle,read,1,JMH
34019068,The lies that bind,Emily Giffin,NA,039917897X,9780000000000,0,3.74,Ballantine Books,Paperback,342,2020,NA,NA,2021-11-03,to-read,to-read,0,JMH
56179338,"All of Us Villains (All of Us Villains, #1)",Amanda Foody,Christine Lynn Herman,1250789257,9780000000000,0,3.95,Tor Teen,Hardcover,400,2021,NA,NA,2022-02-06,to-read,to-read,0,JMH
57792078,The Every,Dave Eggers,NA,593315340,9780000000000,0,3.75,Vintage,Paperback,580,2021,NA,NA,2022-02-01,to-read,to-read,0,JMH
54289642,Tales from the Folly: A Rivers of London Short Story Collection,Ben Aaronovitch,NA,NA,NA,3,4.08,"JABberwocky Literary Agency, Inc.",ebook,139,2020,2021-02-22,2022-01-30,2021-08-08,NA,read,1,JMH
17333430,The Hit,David Baldacci,NA,1455521175,9780000000000,0,4.12,Grand Central Publishing,Paperback,432,2013,NA,NA,2021-11-04,"to-read, backlog, dg-book-club",to-read,0,JMH
50968,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,Mary GrandPrÃ©,NA,NA,5,4.43,Scholastic Inc.,Paperback,341,1998,2001-08-01,2001-08-01,2010-09-10,currently-reading,read,8,JMH
28449257,The Wonder,Emma Donoghue,NA,316393878,9780000000000,3,3.62,"Little, Brown and Company",Hardcover,291,2016,2022-01-10,2022-01-27,2022-01-05,"2022-popsugar-challange, backlog, library",read,1,JMH
26065332,"The Hanging Tree (Rivers of London, #6)",Ben Aaronovitch,NA,NA,NA,4,4.22,DAW,ebook,298,2016,2021-12-31,2022-01-26,2021-12-31,2022-popsugar-challange,read,1,JMH
50520939,"The Atlas Six (The Atlas, #1)",Olivie Blake,NA,NA,NA,0,3.95,NA,ebook,383,2020,NA,NA,2022-01-26,to-read,to-read,0,JMH
33821699,Hidden Figures: The Untold Story of the African American Women Who Helped Win the Space Race,Margot Lee Shetterly,Robin Miles,NA,NA,4,3.96,HarperAudio,Audiobook,NA,2016,2022-01-11,2022-01-25,2022-01-01,2022-popsugar-challange,read,1,JMH
54333492,The Windsor Knot,S.J.  Bennett,NA,006307253X,9780000000000,0,3.54,William Morrow,Paperback,288,2020,NA,NA,2022-01-24,to-read,to-read,0,JMH
54017820,"Little Thieves (Little Thieves, #1)",Margaret  Owen,NA,1250191904,9780000000000,0,4.32,Henry Holt & Company,Hardcover,512,2021,NA,NA,2022-01-23,to-read,to-read,0,JMH
44084762,"Our Violent Ends (These Violent Delights, #2)",Chloe Gong,NA,1529344565,9780000000000,0,4.49,Hodder & Stoughton,Hardcover,494,2021,NA,NA,2022-01-20,"to-read, 2022-popsugar-challange",to-read,0,JMH
57151981,Beasts of a Little Land,Juhea Kim,NA,006309357X,9780000000000,0,4.02,Ecco,Hardcover,416,2021,NA,NA,2022-01-20,"to-read, 2022-popsugar-challange",to-read,0,JMH
36692478,There There,Tommy Orange,NA,525520376,9780000000000,0,3.98,Knopf,Hardcover,294,2018,NA,NA,2022-01-19,to-read,to-read,0,JMH
57640287,Passing,Nella Larsen,Brit Bennett,593437845,9780000000000,0,3.93,Signet Book,Paperback,141,1929,NA,NA,2022-01-19,to-read,to-read,0,JMH
58690308,Book Lovers,Emily Henry,NA,593440870,9780000000000,0,4.53,Berkley,Hardcover,384,2022,NA,NA,2022-01-19,to-read,to-read,0,JMH
9972053,If You Ask Me (And of Course You Won't),Betty White,NA,399157530,9780000000000,0,3.72,G.P. Putnam's Sons,Hardcover,258,2011,NA,NA,2022-01-19,to-read,to-read,0,JMH
54719856,Gold Diggers,Sanjena Sathian,NA,1984882031,9780000000000,0,3.62,Penguin Press,Hardcover,352,2021,NA,NA,2022-01-19,to-read,to-read,0,JMH
46000520,"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,NA,NA,NA,0,3.95,Penguin,ebook,382,2020,NA,NA,2022-01-19,to-read,to-read,0,JMH
52339313,Cemetery Boys,Aiden Thomas,NA,1250250463,9780000000000,0,4.35,Swoon Reads,Hardcover,344,2020,NA,NA,2022-01-19,to-read,to-read,0,JMH
50887097,"Why Fish Don't Exist: A Story of Loss, Love, and the Hidden Order of Life",Lulu Miller,NA,NA,NA,0,4.21,Simon  Schuster,Hardcover,225,2020,NA,NA,2022-01-19,to-read,to-read,0,JMH
55643287,How the Word Is Passed: A Reckoning with the History of Slavery Across America,Clint   Smith,NA,316492930,9780000000000,0,4.76,"Little, Brown and Company",Hardcover,336,2021,NA,NA,2022-01-19,to-read,to-read,0,JMH
50485649,In My Dreams I Hold a Knife,Ashley Winstead,NA,172822988X,9780000000000,0,4.03,Sourcebooks Landmark,Hardcover,368,2021,NA,NA,2022-01-19,to-read,to-read,0,JMH
59999991,Klara and the Sun,Kazuo Ishiguro,NA,593311299,9780000000000,0,3.79,Vintage,Paperback,320,2021,NA,NA,2022-01-16,to-read,to-read,0,JMH
22557272,The Girl on the Train,Paula Hawkins,NA,1594633665,9780000000000,0,3.95,Riverhead Books,Hardcover,325,2015,NA,NA,2022-01-13,"to-read, 2022-popsugar-challange, backlog, little-free-library",to-read,0,JMH
40265832,How to Be an Antiracist,Ibram X. Kendi,NA,525509283,9780000000000,0,4.38,One World,Hardcover,305,2019,NA,NA,2022-01-13,"to-read, backlog, little-free-library",to-read,0,JMH
56607340,Outlawed,Anna North,NA,NA,NA,4,3.56,Bloomsbury Publishing,Hardcover,272,2021,2022-01-04,2022-01-09,2021-01-18,"botm, 2022-popsugar-challange",read,1,JMH
56257636,Mediocre: The Dangerous Legacy of White Male America,Ijeoma Oluo,NA,1549136941,9780000000000,4,4.45,Seal Press,Audiobook,10,2020,2021-12-24,2022-01-11,2021-12-24,NA,read,1,JMH
56898223,A History of Wild Places,Shea Ernshaw,NA,1982164808,9780000000000,0,4.02,Atria Books,Hardcover,354,2021,NA,NA,2022-01-05,"to-read, botm, backlog",to-read,0,JMH
57099323,The Magnolia Palace,Fiona  Davis,NA,593184017,9780000000000,0,3.94,Dutton,Hardcover,340,2022,NA,NA,2022-01-05,"botm, backlog, to-read",to-read,0,JMH
55145261,The Anthropocene Reviewed,John Green,NA,525555218,9780000000000,0,4.41,Dutton,Hardcover,293,2021,NA,NA,2022-01-05,"botm, backlog, to-read",to-read,0,JMH
58456216,The Raven Spell (Conspiracy of Magic #1),Luanne G. Smith,NA,NA,NA,0,4.11,NA,ebook,261,2022,NA,NA,2022-01-05,"2022-popsugar-challange, backlog, kindle, to-read",to-read,0,JMH
45043954,Cinderella's Legacy (Fairy-tale Inheritance #0.5),Shonna Slayton,NA,NA,NA,0,4.46,Amaretto Press,ebook,200,NA,NA,NA,2022-01-04,to-read,to-read,0,JMH
40629700,Cinderella's Shoes (Fairy-tale Inheritance #2),Shonna Slayton,NA,NA,NA,0,4.02,Amaretto Press,ebook,326,2015,NA,NA,2022-01-04,to-read,to-read,0,JMH
49689418,Beauty's Rose Prequel (Fairy-tale Inheritance #3.5),Shonna Slayton,NA,NA,NA,0,3.92,NA,ebook,NA,2017,NA,NA,2022-01-04,to-read,to-read,0,JMH
42200786,Snow White's Mirror (Fairy-tale Inheritance #3),Shonna Slayton,NA,NA,NA,0,4.1,Amaretto Press,ebook,323,2018,NA,NA,2022-01-04,to-read,to-read,0,JMH
57133247,"The Little Mermaid's Voice (Fairy-Tale Inheritance, #6)",Shonna Slayton,NA,NA,9780000000000,0,4.15,NA,ebook,NA,NA,NA,NA,2022-01-04,to-read,to-read,0,JMH
55816856,Sleeping Beautyâ€™s Spindle,Shonna Slayton,NA,NA,NA,0,4.34,Amaretto Press; Revised ed. edition,ebook,318,2020,NA,NA,2022-01-04,to-read,to-read,0,JMH
52949123,Beauty's Rose (Fairy-tale Inheritance #4),Shonna Slayton,NA,NA,NA,0,4.18,Amaretto Press,ebook,298,NA,NA,NA,2022-01-04,to-read,to-read,0,JMH
40389424,Cinderella's Dress (Fairy-tale Inheritance #1),Shonna Slayton,NA,NA,NA,0,3.74,Amaretto Press,ebook,320,2014,NA,NA,2022-01-04,to-read,to-read,0,JMH
40914165,The Book Woman of Troublesome Creek,Kim Michele Richardson,NA,NA,NA,0,4.23,Sourcebooks Landmark,Paperback,309,2019,NA,NA,2022-01-04,to-read,to-read,0,JMH
18404194,A Paris Apartment,Michelle Gable,NA,1250048737,9780000000000,3,3.67,Thomas Dunne Books,Hardcover,378,2014,2021-12-03,2022-01-03,2014-05-14,"dg-book-club, 2022-popsugar-challange",read,1,JMH
52909027,The Lies That Bind,Emily Giffin,NA,399178953,9780000000000,0,3.74,Ballantine Books,Hardcover,352,2020,NA,NA,2022-01-01,"to-read, backlog",to-read,0,JMH
27395139,Reflection: The Stranger in the Mirror (Records of the Ohanzee #1),Rachel R. Smith,NA,NA,NA,0,3.8,NA,ebook,265,2015,NA,NA,2020-07-25,"to-read, backlog, kindle, 2022-popsugar-challange",to-read,0,JMH
43301353,The Space Between Worlds,Micaiah Johnson,NA,NA,NA,0,3.98,Crown,NA,336,2020,NA,NA,2022-01-01,"2022-popsugar-challange, backlog, to-read, botm",to-read,0,JMH
28186322,"A Curious Beginning (Veronica Speedwell, #1)",Deanna Raybourn,NA,451476026,9780000000000,0,3.96,Berkley Books,Paperback,339,2015,NA,NA,2020-09-23,"to-read, 2022-popsugar-challange",to-read,0,JMH
53188577,The Little Paris Bookshop,Nina George,NA,NA,NA,0,3.51,Abacus,Paperback,359,2013,NA,NA,2022-01-01,"2022-popsugar-challange, little-free-library",to-read,0,JMH
53288434,The Lost Apothecary,Sarah Penner,NA,778311015,9780000000000,0,3.77,Park Row,Hardcover,301,2021,NA,NA,2021-03-04,"to-read, backlog, botm, 2022-popsugar-challange",to-read,0,JMH
57356035,How to Marry Keanu Reeves in 90 Days,K.M. Jackson,NA,1538703505,9780000000000,0,2.93,Forever,Paperback,336,2021,NA,NA,2021-11-03,"to-read, backlog, botm, 2022-popsugar-challange",to-read,0,JMH
8490112,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,NA,316134023,9780000000000,0,3.99,"Little, Brown Books for Young Readers",Hardcover,418,2011,NA,NA,2021-11-04,"to-read, backlog, dg-book-club, 2022-popsugar-challange",to-read,0,JMH
54860241,"This Poison Heart (The Poison Heart, #1)",Kalynn  Bayron,NA,1547603909,9780000000000,0,4.19,Bloomsbury YA,Hardcover,384,2021,NA,NA,2022-01-01,to-read,to-read,0,JMH
49354511,The Dictionary of Lost Words,Pip Williams,NA,1925972593,9780000000000,0,4.15,Affirm Press,Paperback,384,2020,NA,NA,2022-01-01,to-read,to-read,0,JMH
55573806,Malibu Rising,Taylor Jenkins Reid,NA,059339576X,9780000000000,0,4.08,Random House Large Print Publishing,Paperback,512,2021,NA,NA,2021-11-04,"to-read, backlog, botm, 2022-popsugar-challange",to-read,0,JMH
56898076,The Inheritance of OrquÃ­dea Divina,Zoraida CÃ³rdova,NA,1982102543,9780000000000,0,3.99,Atria Books,Hardcover,336,2021,NA,NA,2021-11-03,"to-read, backlog, botm, 2022-popsugar-challange",to-read,0,JMH
36687004,The Gender Game (The Gender Game #1),Bella Forrest,NA,NA,NA,0,3.85,Nightlight,ebook,418,2016,NA,NA,2018-03-06,"to-read, backlog, kindle, 2022-popsugar-challange",to-read,0,JMH
55479352,Before She Was Helen,Caroline B. Cooney,NA,1728239745,9780000000000,0,3.64,Poisoned Pen Press,Paperback,336,2020,NA,NA,2021-11-03,"to-read, backlog, dg-book-club, 2022-popsugar-challange",to-read,0,JMH
10870072,State of Wonder,Ann Patchett,NA,006204981X,9780000000000,0,3.88,Harper Perennial,Paperback,370,2011,NA,NA,2013-04-03,"to-read, backlog, kindle",to-read,0,JMH
17250740,Lark's Choice (The Deeds of the Ariane Novellas #3),Barbara Cool Lee,NA,NA,9780000000000,0,4.21,Pajaro Bay Publishing,Paperback,NA,2012,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
17250748,Lark's Secret (The Deeds of the Ariane Novellas #2),Barbara Cool Lee,NA,NA,9780000000000,0,4.04,Pajaro Bay Publishing,Paperback,NA,2012,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
17250731,"Lark's Quest (The Deeds of the Ariane Novellas, #1)",Barbara Cool Lee,NA,NA,9780000000000,0,3.74,Pajaro Bay Publishing,Paperback,57,2012,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
5777570,"How to Be a Hepburn in a Hilton World: The Art of Living with Style, Class, and Grace",Jordan Christy,NA,1599951835,9780000000000,0,3.18,Center Street,Hardcover,196,2009,NA,NA,2012-07-30,"to-read, backlog, kindle",to-read,0,JMH
20566182,Real Happy Family,Caeli Wolfson Widger,NA,NA,NA,0,3.11,Amazon Publishing,ebook,384,2014,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
11513988,A Novel Death (Delhi Laine Mystery #1),Judi Culbertson,NA,803476639,9780000000000,0,3.26,Thomas & Mercer,Hardcover,208,2011,NA,NA,2014-09-11,"to-read, backlog, kindle",to-read,0,JMH
16158563,The Bookmanâ€™s Tale,Charlie Lovett,NA,670026476,9780000000000,0,3.76,Viking,Hardcover,352,2013,NA,NA,2014-05-14,"to-read, backlog, kindle",to-read,0,JMH
20702145,Seeking Solace: Book I Solace,Anna Steffl,NA,988273977,9780000000000,0,3.65,"evenSO Press, LLC",Paperback,274,2014,NA,NA,2014-10-13,"to-read, backlog, kindle",to-read,0,JMH
23252517,"The Law of Moses (The Law of Moses, #1)",Amy Harmon,NA,NA,NA,0,4.34,Amy Harmon,ebook,359,2014,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
20172134,"Nightmares! (Nightmares!, #1)",Jason Segel,"Kirsten Miller, Karl Kwasny",385744250,9780000000000,0,3.88,Delacorte Books for Young Readers,Hardcover,355,2014,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
37762452,"The Clockwise Collection - Box Set (#1, #2, #3)",Elle Strauss,NA,NA,NA,0,0,NA,ebook,NA,NA,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
10574690,"Anathema (Cloud Prophet Trilogy, #1)",Megg Jensen,NA,1460905091,1230000000000,0,3.61,Createspace,Paperback,206,2011,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
55533186,"Honeymoon for One (Honeymoon, #1)",Lily Zante,NA,NA,NA,0,3.57,Lily Zante,ebook,174,2014,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
20762441,The Blemished Series: Complete Boxed Set,Sarah Dalton,NA,NA,NA,0,3.98,NA,ebook,916,2014,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
13557166,"Snow White Sorrow (The Grimm Diaries, #1)",Cameron Jace,NA,NA,9780000000000,0,3.82,J A W I G I,ebook,480,2013,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
248583,"Girl's Guide to Witchcraft (Jane Madison, #1)",Mindy Klasky,NA,373896077,9780000000000,0,3.69,Red Dress Ink,Paperback,426,2006,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
22059095,"Cupcakes, Trinkets, and Other Deadly Magic (The Dowser #1)",Meghan Ciana Doidge,NA,NA,NA,0,3.82,Old Man in the CrossWalk Productions,ebook,232,2013,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
26124221,Warrior in Bronze (Agamemnon #1),George Shipway,NA,NA,NA,0,3.86,CNPosner Books,ebook,288,1977,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
12177772,"Remembrance (Transcend Time, #1)",Michelle Madow,NA,615512445,9780000000000,0,3.58,Dreamscape Publishing,Paperback,314,2011,NA,NA,2011-11-17,"to-read, backlog, kindle",to-read,0,JMH
19140981,Children to a Degree: Growing Up Under the Third Reich: Book 1,Horst Christian,NA,NA,NA,0,3.86,Horst Christian,ebook,191,2013,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
23809411,"Guinevere: A Medieval Romance (Guinevere, #1-3)",Lavinia Collins,NA,NA,NA,0,3.73,The Book Folks Arthurian fantasy historical fiction publisher,ebook,390,2014,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
18841307,The Ripple Trilogy (Ripple #1-3),Cidney Swanson,NA,NA,NA,0,3.86,Williams Press,ebook,603,2012,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
13556426,"Witch Hunt (The Witch-Game, #2)",K.C. Blake,Kasi Blake,NA,NA,0,4.14,NA,ebook,241,2012,NA,NA,2022-01-01,to-read,to-read,0,JMH
7238737,"Being Jamie Baker (Jamie Baker, #1)",Kelly Oram,NA,615377548,9780000000000,0,4.01,Bluefields,Paperback,353,2010,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
26244386,"Princes Gate (DCI Frank Merlin, #1)",Mark   Ellis,NA,992994381,9780000000000,0,3.95,London Wall Publishing,Paperback,288,2011,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
24001083,The Muralist,B.A. Shapiro,NA,1616203579,9780000000000,0,3.76,Algonquin Books,Hardcover,337,2015,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
2485785,The Secret Life of CeeCee Wilkes,Diane Chamberlain,NA,778325318,9780000000000,0,4.11,Mira Books,Paperback,522,2006,NA,NA,2012-05-18,"to-read, backlog, kindle",to-read,0,JMH
6602228,The Last Dickens,Matthew Pearl,NA,NA,NA,0,3.57,NA,ebook,401,2009,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
21952571,"Cipher (The Shadow Ravens, #1)",Aileen Erin,NA,NA,NA,0,3.88,"Ink Monster, LLC",ebook,331,2014,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
25486421,"The Mage & the Magpie (Magemother, #1)",Austin J. Bailey,NA,NA,NA,0,4.2,NA,ebook,367,2015,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
18715124,"Circadian Circle (The Gray Tower Trilogy, #3)",Alesha Escobar,NA,NA,NA,0,4.26,"Creative Alchemy, Inc.",ebook,342,2013,NA,NA,2016-12-01,"to-read, backlog, kindle",to-read,0,JMH
16282642,"Dark Rift (The Gray Tower Trilogy, #2)",Alesha Escobar,NA,1481043994,9780000000000,0,4.24,"Creative Alchemy, Inc.",Paperback,366,2012,NA,NA,2016-12-01,"to-read, backlog, kindle",to-read,0,JMH
12912387,"The Tower's Alchemist (The Gray Tower Trilogy, #1)",Alesha Escobar,NA,146105060X,9780000000000,0,3.8,"Creative Alchemy, Inc.",Paperback,320,2011,NA,NA,2016-12-01,"to-read, backlog, kindle",to-read,0,JMH
23277669,"Firebolt (The Dragonian, #1)",Adrienne Woods,NA,NA,NA,0,3.98,Fire Quill Publishing,ebook,394,2013,NA,NA,2017-12-16,"to-read, backlog, kindle",to-read,0,JMH
23534737,"The Girl In Between (The Girl in Between, #1)",Laekan Zea Kemp,NA,NA,NA,0,3.77,NA,ebook,289,2012,NA,NA,2017-12-13,"to-read, backlog, kindle",to-read,0,JMH
32622383,"Slumber (Beauty Never Dies Chronicles, #1)",J.L. Weil,NA,NA,NA,0,4.04,Dark Magick Publishing,ebook,305,2017,NA,NA,2017-12-16,"to-read, backlog, kindle",to-read,0,JMH
23385283,The Outlaws of Sherwood,Robin McKinley,NA,NA,NA,0,3.78,Open Road Media Sci-Fi & Fantasy,ebook,284,1988,NA,NA,2017-12-16,"to-read, backlog, kindle",to-read,0,JMH
25197912,"White Raven (Raven, #1)",J.L. Weil,NA,NA,NA,0,3.97,Dark Magick Publishing,ebook,291,2015,NA,NA,2017-12-16,"to-read, backlog, kindle",to-read,0,JMH
11044367,"Taken (Taken, #1)",Erin Bowman,NA,62117262,9780000000000,0,3.76,HarperTeen,Hardcover,360,2013,NA,NA,2013-11-04,"to-read, backlog, kindle",to-read,0,JMH
41145327,Before the Broken Star (The Evermore Chronicles #1),Emily R. King,NA,NA,NA,0,3.92,Skyscape,ebook,294,2019,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
43186109,Black Nowhere (Lisa Tanchik #1),Reece Hirsch,NA,NA,NA,0,3.93,Thomas & Mercer,ebook,311,2019,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
41179202,Back to Spell One (Western Woods Mystery #1),Samantha Silver,NA,NA,NA,0,4.25,NA,ebook,160,2018,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
50232351,The Likely Resolutions of Oliver Clock,Jane  Riley,NA,NA,NA,0,3.74,Lake Union Publishing,ebook,308,2020,NA,NA,2022-01-01,"to-read, backlog, kindle",to-read,0,JMH
